Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
509817,84497,,23,2010-05-25 17:28:00,0.0,,United Kingdom
509818,10138,,-8,2010-05-25 17:28:00,0.0,,United Kingdom
509820,16044,,-48,2010-05-25 17:29:00,0.0,,United Kingdom
509819,16049,,-440,2010-05-25 17:29:00,0.0,,United Kingdom
509821,21228,,-18,2010-05-25 17:29:00,0.0,,United Kingdom
509825,20618,,-40,2010-05-25 17:39:00,0.0,,United Kingdom
509826,20653,,-14,2010-05-25 17:39:00,0.0,,United Kingdom
509823,21226,,34,2010-05-25 17:39:00,0.0,,United Kingdom
509824,20652,,-40,2010-05-25 17:39:00,0.0,,United Kingdom
509829,20669,,-40,2010-05-25 17:40:00,0.0,,United Kingdom
509827,20617,,-33,2010-05-25 17:40:00,0.0,,United Kingdom
509828,20659,,-67,2010-05-25 17:40:00,0.0,,United Kingdom
509830,20660,,-43,2010-05-25 17:41:00,0.0,,United Kingdom
509831,75013B,,142,2010-05-25 17:42:00,0.0,,United Kingdom
509832,85114C,,-8,2010-05-25 17:43:00,0.0,,United Kingdom
509833,37462B,,29,2010-05-25 17:44:00,0.0,,United Kingdom
509835,37422,,9,2010-05-25 17:44:00,0.0,,United Kingdom
509834,37422,,-4,2010-05-25 17:44:00,0.0,,United Kingdom
509836,47562,,-3,2010-05-25 17:45:00,0.0,,United Kingdom
509837,47581B,,-4,2010-05-25 17:46:00,0.0,,United Kingdom
509838,47598,,-7,2010-05-25 17:47:00,0.0,,United Kingdom
509839,79072,,-4,2010-05-25 17:47:00,0.0,,United Kingdom
509840,71406B,,-81,2010-05-25 17:51:00,0.0,,United Kingdom
509841,84798A,,-37,2010-05-25 17:51:00,0.0,,United Kingdom
509844,47505,,-2,2010-05-25 17:52:00,0.0,,United Kingdom
509842,84803A,,-29,2010-05-25 17:52:00,0.0,,United Kingdom
509843,84675,,-99,2010-05-25 17:52:00,0.0,,United Kingdom
509846,84964A,,-1,2010-05-25 17:55:00,0.0,,United Kingdom
509845,84762A,,1,2010-05-25 17:55:00,0.0,,United Kingdom
509847,78027,,-7,2010-05-25 17:56:00,0.0,,United Kingdom
509848,85205A,,-19,2010-05-25 17:58:00,0.0,,United Kingdom
509986,22189,,-146,2010-05-26 14:49:00,0.0,,United Kingdom
509987,84796A,,-35,2010-05-26 14:50:00,0.0,,United Kingdom
509988,84796B,,-40,2010-05-26 14:51:00,0.0,,United Kingdom
510020,84873A,,-17,2010-05-26 15:25:00,0.0,,United Kingdom
510021,84872A,,-12,2010-05-26 15:25:00,0.0,,United Kingdom
510027,84797A,,-15,2010-05-26 15:26:00,0.0,,United Kingdom
510024,84797B,,-26,2010-05-26 15:26:00,0.0,,United Kingdom
510068,22423,,-30,2010-05-27 11:08:00,0.0,,United Kingdom
510115,20845,,24,2010-05-27 11:44:00,0.0,,United Kingdom
510178,90002A,,23,2010-05-27 15:06:00,0.0,,United Kingdom
510179,90036E,,-10,2010-05-27 15:08:00,0.0,,United Kingdom
510238,21340,,-13,2010-05-28 09:57:00,0.0,,United Kingdom
510359,90042C,,60,2010-05-28 16:00:00,0.0,,United Kingdom
510365,90081B,,60,2010-05-28 16:41:00,0.0,,United Kingdom
510366,90094,,96,2010-05-28 16:42:00,0.0,,United Kingdom
510540,84452,,-110,2010-06-01 14:43:00,0.0,,United Kingdom
510624,gift_0001_30,,5,2010-06-02 11:23:00,0.0,,United Kingdom
510638,84450B,,-50,2010-06-02 12:03:00,0.0,,United Kingdom
510641,90060D,,72,2010-06-02 12:14:00,0.0,,United Kingdom
510642,90162A,,156,2010-06-02 12:19:00,0.0,,United Kingdom
510664,84858B,,-54,2010-06-02 14:50:00,0.0,,United Kingdom
510686,46000R,dotcom sales,-28,2010-06-03 10:05:00,0.0,,United Kingdom
510687,46000U,,-15,2010-06-03 10:05:00,0.0,,United Kingdom
510739,84454,missing,-330,2010-06-03 11:49:00,0.0,,United Kingdom
510760,22236,Rusty ,-851,2010-06-03 13:00:00,0.0,,United Kingdom
510800,84529C,,-14,2010-06-03 17:44:00,0.0,,United Kingdom
510840,90082B,,-11,2010-06-04 09:30:00,0.0,,United Kingdom
510841,90081A,,-8,2010-06-04 09:31:00,0.0,,United Kingdom
510843,90065B,,-25,2010-06-04 09:31:00,0.0,,United Kingdom
510842,90066A,,-1,2010-06-04 09:31:00,0.0,,United Kingdom
510844,90065A,,-32,2010-06-04 09:32:00,0.0,,United Kingdom
510845,90060C,,-1,2010-06-04 09:32:00,0.0,,United Kingdom
510847,90042C,,-11,2010-06-04 09:33:00,0.0,,United Kingdom
510846,90060B,,-1,2010-06-04 09:33:00,0.0,,United Kingdom
510850,90040B,,-8,2010-06-04 09:34:00,0.0,,United Kingdom
510848,90042A,,-10,2010-06-04 09:34:00,0.0,,United Kingdom
510849,90040D,,-17,2010-06-04 09:34:00,0.0,,United Kingdom
510851,90040A,,-6,2010-06-04 09:35:00,0.0,,United Kingdom
510852,90212C,,10,2010-06-04 09:35:00,0.0,,United Kingdom
510854,90199B,,-6,2010-06-04 09:36:00,0.0,,United Kingdom
510853,90203,,-33,2010-06-04 09:36:00,0.0,,United Kingdom
510855,90196A,,-13,2010-06-04 09:38:00,0.0,,United Kingdom
510856,90194,,-51,2010-06-04 09:44:00,0.0,,United Kingdom
510857,90192,,-14,2010-06-04 09:45:00,0.0,,United Kingdom
510858,90188,,-50,2010-06-04 09:47:00,0.0,,United Kingdom
510859,90187A,,-8,2010-06-04 09:48:00,0.0,,United Kingdom
510861,90185D,,-48,2010-06-04 09:49:00,0.0,,United Kingdom
510862,90185C,,-5,2010-06-04 09:49:00,0.0,,United Kingdom
510863,90185B,,-46,2010-06-04 09:50:00,0.0,,United Kingdom
510864,90185A,,-19,2010-06-04 09:51:00,0.0,,United Kingdom
510865,90038B,,-19,2010-06-04 09:51:00,0.0,,United Kingdom
510868,90036B,,8,2010-06-04 09:53:00,0.0,,United Kingdom
510870,90035B,,-2,2010-06-04 09:55:00,0.0,,United Kingdom
510869,90035C,,-24,2010-06-04 09:55:00,0.0,,United Kingdom
510871,90027D,,-9,2010-06-04 09:55:00,0.0,,United Kingdom
510872,90027A,,-37,2010-06-04 09:56:00,0.0,,United Kingdom
510873,90026D,,-3,2010-06-04 09:56:00,0.0,,United Kingdom
510874,90026A,,-29,2010-06-04 09:57:00,0.0,,United Kingdom
510875,90025A,,-2,2010-06-04 09:58:00,0.0,,United Kingdom
510876,90025B,,-42,2010-06-04 09:58:00,0.0,,United Kingdom
510877,90025C,,-230,2010-06-04 09:59:00,0.0,,United Kingdom
510879,90025C,,207,2010-06-04 09:59:00,0.0,,United Kingdom
510880,90025D,,-15,2010-06-04 09:59:00,0.0,,United Kingdom
510881,90019C,,-26,2010-06-04 10:00:00,0.0,,United Kingdom
510882,90018C,,-24,2010-06-04 10:00:00,0.0,,United Kingdom
510883,90013E,,-5,2010-06-04 10:01:00,0.0,,United Kingdom
510884,90013D,,-12,2010-06-04 10:01:00,0.0,,United Kingdom
510886,90011E,,-5,2010-06-04 10:02:00,0.0,,United Kingdom
510885,90013A,,-5,2010-06-04 10:02:00,0.0,,United Kingdom
510888,90011C,,4,2010-06-04 10:03:00,0.0,,United Kingdom
510887,90011D,,-9,2010-06-04 10:03:00,0.0,,United Kingdom
510889,90011B,,-32,2010-06-04 10:04:00,0.0,,United Kingdom
510890,90011A,,-10,2010-06-04 10:04:00,0.0,,United Kingdom
510892,90003C,,-6,2010-06-04 10:06:00,0.0,,United Kingdom
510891,90003D,,-3,2010-06-04 10:06:00,0.0,,United Kingdom
510893,90003B,,-8,2010-06-04 10:07:00,0.0,,United Kingdom
510894,90002E,,-35,2010-06-04 10:07:00,0.0,,United Kingdom
510896,90001C,,-11,2010-06-04 10:08:00,0.0,,United Kingdom
510895,90002C,,-28,2010-06-04 10:08:00,0.0,,United Kingdom
510899,90000B,,-6,2010-06-04 10:09:00,0.0,,United Kingdom
510898,90000C,,1,2010-06-04 10:09:00,0.0,,United Kingdom
510897,90001B,,-7,2010-06-04 10:09:00,0.0,,United Kingdom
510900,90173,,-9,2010-06-04 10:10:00,0.0,,United Kingdom
510902,90171,,-51,2010-06-04 10:10:00,0.0,,United Kingdom
510903,90139,,1,2010-06-04 10:12:00,0.0,,United Kingdom
510905,90117,,-23,2010-06-04 10:14:00,0.0,,United Kingdom
510904,90120A,,-12,2010-06-04 10:14:00,0.0,,United Kingdom
510906,90107,,-48,2010-06-04 10:15:00,0.0,,United Kingdom
510907,90092,,-123,2010-06-04 10:16:00,0.0,,United Kingdom
510908,90090,,39,2010-06-04 10:17:00,0.0,,United Kingdom
510909,90088,,-23,2010-06-04 10:17:00,0.0,,United Kingdom
510911,90085,,-123,2010-06-04 10:18:00,0.0,,United Kingdom
510912,90084,,3,2010-06-04 10:18:00,0.0,,United Kingdom
510910,90087,,39,2010-06-04 10:18:00,0.0,,United Kingdom
510913,90128D,,-17,2010-06-04 10:19:00,0.0,,United Kingdom
510914,90128C,,-27,2010-06-04 10:19:00,0.0,,United Kingdom
510915,90128B,,21,2010-06-04 10:23:00,0.0,,United Kingdom
510916,90128A,,14,2010-06-04 10:24:00,0.0,,United Kingdom
510918,90116,,-10,2010-06-04 10:25:00,0.0,,United Kingdom
510917,90116,,-26,2010-06-04 10:25:00,0.0,,United Kingdom
510919,90115,,-25,2010-06-04 10:26:00,0.0,,United Kingdom
510920,90112,,-31,2010-06-04 10:26:00,0.0,,United Kingdom
510923,90100,,-24,2010-06-04 10:27:00,0.0,,United Kingdom
510921,90104,,18,2010-06-04 10:27:00,0.0,,United Kingdom
510922,90102,,-57,2010-06-04 10:27:00,0.0,,United Kingdom
510926,90095,,-29,2010-06-04 10:28:00,0.0,,United Kingdom
510928,90108,,-45,2010-06-04 10:28:00,0.0,,United Kingdom
510970,90190B,,-118,2010-06-04 12:03:00,0.0,,United Kingdom
510971,90037D,,-126,2010-06-04 12:04:00,0.0,,United Kingdom
510972,90005A,,-164,2010-06-04 12:05:00,0.0,,United Kingdom
510973,90096,,-148,2010-06-04 12:06:00,0.0,,United Kingdom
510991,84684,,30,2010-06-04 13:02:00,0.0,,United Kingdom
511014,46000R,entry error,-100,2010-06-04 15:07:00,0.0,,United Kingdom
511016,21166,,372,2010-06-04 15:13:00,0.0,,United Kingdom
511116,85060,damaged/dirty,-408,2010-06-07 10:40:00,0.0,,United Kingdom
511122,46000M,POLYESTER FILLER PAD 45x45cm,20,2010-06-07 10:54:00,0.0,,United Kingdom
511122,46000S,POLYESTER FILLER PAD 40x40cm,25,2010-06-07 10:54:00,0.0,,United Kingdom
511127,21340,,11,2010-06-07 10:59:00,0.0,,United Kingdom
511128,47505,,5,2010-06-07 11:00:00,0.0,,United Kingdom
511129,84990,,1,2010-06-07 11:01:00,0.0,,United Kingdom
511130,37481,,6,2010-06-07 11:02:00,0.0,,United Kingdom
511453,84795D,,13,2010-06-08 12:45:00,0.0,,United Kingdom
511454,21659,,-15,2010-06-08 12:46:00,0.0,,United Kingdom
511455,22348,,31,2010-06-08 12:47:00,0.0,,United Kingdom
511456,22191,,-2,2010-06-08 12:48:00,0.0,,United Kingdom
511457,22189,,-12,2010-06-08 12:49:00,0.0,,United Kingdom
511458,37502,,-4,2010-06-08 12:49:00,0.0,,United Kingdom
511459,22285,,-150,2010-06-08 12:51:00,0.0,,United Kingdom
511470,85142,?????,-98,2010-06-08 13:19:00,0.0,,United Kingdom
511472,20728,,-148,2010-06-08 13:23:00,0.0,,United Kingdom
511510,85162B,,25,2010-06-08 15:27:00,0.0,,United Kingdom
511527,21871,,6,2010-06-08 17:23:00,0.0,,United Kingdom
511528,21077,,125,2010-06-08 17:23:00,0.0,,United Kingdom
511530,84845C,,8,2010-06-08 17:24:00,0.0,,United Kingdom
511531,47505,,4,2010-06-08 17:24:00,0.0,,United Kingdom
511529,37479B,,287,2010-06-08 17:24:00,0.0,,United Kingdom
511532,22236,,3,2010-06-08 17:24:00,0.0,,United Kingdom
511537,21928,,2,2010-06-08 17:25:00,0.0,,United Kingdom
511536,21869,,1,2010-06-08 17:25:00,0.0,,United Kingdom
511533,84873A,,8,2010-06-08 17:25:00,0.0,,United Kingdom
511534,90084,,2,2010-06-08 17:25:00,0.0,,United Kingdom
511535,21740,,1,2010-06-08 17:25:00,0.0,,United Kingdom
511539,84684,,1,2010-06-08 17:26:00,0.0,,United Kingdom
511540,84977,,1,2010-06-08 17:26:00,0.0,,United Kingdom
511538,22467,,1,2010-06-08 17:26:00,0.0,,United Kingdom
511541,85053,,1,2010-06-08 17:27:00,0.0,,United Kingdom
511542,21736,,6,2010-06-08 17:27:00,0.0,,United Kingdom
511586,79000,Dotcom,-588,2010-06-09 10:54:00,0.0,,United Kingdom
511587,84945,dotcom,-48,2010-06-09 10:55:00,0.0,,United Kingdom
511588,84950,dotcom,-48,2010-06-09 10:56:00,0.0,,United Kingdom
511589,72741,dotcom,-399,2010-06-09 10:56:00,0.0,,United Kingdom
511590,71459,dotcom,-285,2010-06-09 10:57:00,0.0,,United Kingdom
511694,84965B,,-1,2010-06-09 16:53:00,0.0,,United Kingdom
511695,84967B,,-1,2010-06-09 16:54:00,0.0,,United Kingdom
511697,22171,damaged,-1,2010-06-09 16:55:00,0.0,,United Kingdom
511696,21760,damaged,-1,2010-06-09 16:55:00,0.0,,United Kingdom
511902,21765,HANGING METAL BIRD BATH,1,2010-06-11 11:12:00,0.0,12748.0,United Kingdom
511948,85222,,-1158,2010-06-11 12:37:00,0.0,,United Kingdom
511956,84932A,,-38,2010-06-11 13:15:00,0.0,,United Kingdom
511975,16051,,36,2010-06-11 14:36:00,0.0,,United Kingdom
511977,72756,,36,2010-06-11 14:37:00,0.0,,United Kingdom
511979,16256B,,32,2010-06-11 14:38:00,0.0,,United Kingdom
512041,84424A,,-1,2010-06-11 16:28:00,0.0,,United Kingdom
512042,84424A,,2,2010-06-11 16:29:00,0.0,,United Kingdom
512296,22607,donated to the Food Chain charity.,-1,2010-06-14 15:20:00,0.0,,United Kingdom
512297,22502,Donated to The Food Chain charity,-1,2010-06-14 15:21:00,0.0,,United Kingdom
512298,84797B,Donated to The Food Chain charity,-1,2010-06-14 15:21:00,0.0,,United Kingdom
512408,21175,,-700,2010-06-15 13:18:00,0.0,,United Kingdom
512410,21589,,-23,2010-06-15 13:18:00,0.0,,United Kingdom
512438,47566,?,-700,2010-06-15 16:23:00,0.0,,United Kingdom
512440,47566,?,-150,2010-06-15 16:32:00,0.0,,United Kingdom
512442,71477,"Wet, rusty-thrown away",-312,2010-06-15 16:43:00,0.0,,United Kingdom
512443,22236,Rust fixed,850,2010-06-15 16:46:00,0.0,,United Kingdom
512445,84791,,22,2010-06-15 16:49:00,0.0,,United Kingdom
512444,72756,,72,2010-06-15 16:49:00,0.0,,United Kingdom
512446,84977,,72,2010-06-15 16:49:00,0.0,,United Kingdom
512450,84795D,,5,2010-06-15 16:50:00,0.0,,United Kingdom
512521,78033,,-10,2010-06-16 11:47:00,0.0,,United Kingdom
512609,20914,SET/5 RED SPOTTY LID GLASS BOWLS,2,2010-06-17 10:12:00,0.0,14045.0,United Kingdom
512704,20861,,5,2010-06-17 12:07:00,0.0,,United Kingdom
512737,DCGSSBOY,update,100,2010-06-17 14:10:00,0.0,,United Kingdom
512738,DCGSSGIRL,update,100,2010-06-17 14:11:00,0.0,,United Kingdom
512801,21330,?,-207,2010-06-18 10:57:00,0.0,,United Kingdom
512883,22534,,-190,2010-06-18 12:01:00,0.0,,United Kingdom
512884,85060,damaged,-88,2010-06-18 12:02:00,0.0,,United Kingdom
512885,85165,,-6,2010-06-18 12:02:00,0.0,,United Kingdom
512887,22285,,-17,2010-06-18 12:03:00,0.0,,United Kingdom
512908,21153,missing,-73,2010-06-18 14:33:00,0.0,,United Kingdom
512918,21244,,-37,2010-06-18 15:57:00,0.0,,United Kingdom
513098,84508A,wet ctn,-48,2010-06-21 15:08:00,0.0,,United Kingdom
513099,78033,FLAG OF ST GEORGE CHAIR,57,2010-06-21 15:13:00,0.0,,United Kingdom
513102,20729,,9,2010-06-21 15:55:00,0.0,,United Kingdom
513103,22467,,2,2010-06-21 15:57:00,0.0,,United Kingdom
513104,22719,,-52,2010-06-21 15:58:00,0.0,,United Kingdom
513105,84510B,,1,2010-06-21 15:59:00,0.0,,United Kingdom
513106,84795D,,4,2010-06-21 16:03:00,0.0,,United Kingdom
513107,84795C,,-4,2010-06-21 16:03:00,0.0,,United Kingdom
513199,78033,FLAG OF ST GEORGE CHAIR,15,2010-06-22 16:21:00,0.0,,United Kingdom
513200,78033,FLAG OF ST GEORGE CHAIR,8,2010-06-22 16:28:00,0.0,,United Kingdom
513282,35271S,,-107,2010-06-23 13:35:00,0.0,,United Kingdom
513416,22423,REGENCY CAKESTAND 3 TIER,5,2010-06-24 12:34:00,0.0,13089.0,United Kingdom
513439,84016,FLAG OF ST GEORGE CAR FLAG,2400,2010-06-24 14:17:00,0.0,,United Kingdom
513441,85222,,1,2010-06-24 14:48:00,0.0,,United Kingdom
513450,22356,CHARLOTTE BAG PINK WITH WHITE SPOTS,1,2010-06-24 15:03:00,0.0,,United Kingdom
513450,22561,WOODEN SCHOOL COLOURING SET,1,2010-06-24 15:03:00,0.0,,United Kingdom
513450,22355,CHARLOTTE BAG SUKI DESIGN,2,2010-06-24 15:03:00,0.0,,United Kingdom
513450,22202,MILK PAN PINK RETROSPOT,1,2010-06-24 15:03:00,0.0,,United Kingdom
513450,22201,FRYING PAN BLUE POLKADOT ,2,2010-06-24 15:03:00,0.0,,United Kingdom
513450,22197,SMALL POPCORN HOLDER,20,2010-06-24 15:03:00,0.0,,United Kingdom
513450,22073,RED RETROSPOT STORAGE JAR,2,2010-06-24 15:03:00,0.0,,United Kingdom
513450,21533,RETRO SPOT LARGE MILK JUG,1,2010-06-24 15:03:00,0.0,,United Kingdom
513450,22073,RED RETROSPOT STORAGE JAR,1,2010-06-24 15:03:00,0.0,,United Kingdom
513450,21955,DOOR MAT UNION JACK GUNS AND ROSES,2,2010-06-24 15:03:00,0.0,,United Kingdom
513450,21534,DAIRY MAID LARGE MILK JUG,1,2010-06-24 15:03:00,0.0,,United Kingdom
513450,21530,DAIRY MAID TOASTRACK,2,2010-06-24 15:03:00,0.0,,United Kingdom
513450,21116,OWL DOORSTOP,2,2010-06-24 15:03:00,0.0,,United Kingdom
513450,20787,BLUE RETRO BAR STOOL,4,2010-06-24 15:03:00,0.0,,United Kingdom
513450,20784,RED RETRO BAR STOOL,4,2010-06-24 15:03:00,0.0,,United Kingdom
513450,20726,LUNCH BAG WOODLAND,1,2010-06-24 15:03:00,0.0,,United Kingdom
513450,18098C,PORCELAIN BUTTERFLY OIL BURNER,1,2010-06-24 15:03:00,0.0,,United Kingdom
513450,22501,PICNIC BASKET WICKER LARGE,4,2010-06-24 15:03:00,0.0,,United Kingdom
513450,22469,HEART OF WICKER SMALL,1,2010-06-24 15:03:00,0.0,,United Kingdom
513450,22470,HEART OF WICKER LARGE,1,2010-06-24 15:03:00,0.0,,United Kingdom
513450,22469,HEART OF WICKER SMALL,1,2010-06-24 15:03:00,0.0,,United Kingdom
513450,22465,HANGING METAL STAR LANTERN,1,2010-06-24 15:03:00,0.0,,United Kingdom
513450,22444,GROW YOUR OWN PLANT IN A CAN ,1,2010-06-24 15:03:00,0.0,,United Kingdom
513450,79067,CORONA MEXICAN TRAY,1,2010-06-24 15:03:00,0.0,,United Kingdom
513450,22428,ENAMEL FIRE BUCKET CREAM,1,2010-06-24 15:03:00,0.0,,United Kingdom
513450,20787,BLUE RETRO BAR STOOL,1,2010-06-24 15:03:00,0.0,,United Kingdom
513450,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,1,2010-06-24 15:03:00,0.0,,United Kingdom
513450,22431,WATERING CAN BLUE ELEPHANT,1,2010-06-24 15:03:00,0.0,,United Kingdom
513450,22430,ENAMEL WATERING CAN CREAM,1,2010-06-24 15:03:00,0.0,,United Kingdom
513450,22429,ENAMEL MEASURING JUG CREAM,2,2010-06-24 15:03:00,0.0,,United Kingdom
513450,22426,ENAMEL WASH BOWL CREAM,8,2010-06-24 15:03:00,0.0,,United Kingdom
513450,22424,ENAMEL BREAD BIN CREAM,1,2010-06-24 15:03:00,0.0,,United Kingdom
513450,22423,REGENCY CAKESTAND 3 TIER,1,2010-06-24 15:03:00,0.0,,United Kingdom
513450,22414,DOOR MAT NEIGHBOURHOOD WITCH ,1,2010-06-24 15:03:00,0.0,,United Kingdom
513450,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,1,2010-06-24 15:03:00,0.0,,United Kingdom
513450,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,1,2010-06-24 15:03:00,0.0,,United Kingdom
513450,22371,AIRLINE BAG VINTAGE TOKYO 78,1,2010-06-24 15:03:00,0.0,,United Kingdom
513450,22366,DOOR MAT AIRMAIL ,1,2010-06-24 15:03:00,0.0,,United Kingdom
513450,22365,DOOR MAT RESPECTABLE HOUSE,1,2010-06-24 15:03:00,0.0,,United Kingdom
513450,22362,GLASS JAR PEACOCK BATH SALTS,1,2010-06-24 15:03:00,0.0,,United Kingdom
513450,22363,GLASS JAR MARMALADE ,1,2010-06-24 15:03:00,0.0,,United Kingdom
513450,22364,GLASS JAR DIGESTIVE BISCUITS,1,2010-06-24 15:03:00,0.0,,United Kingdom
513450,22360,GLASS JAR ENGLISH CONFECTIONERY,1,2010-06-24 15:03:00,0.0,,United Kingdom
513451,21127,,-28,2010-06-24 15:13:00,0.0,,United Kingdom
513470,20818,,-30,2010-06-24 16:46:00,0.0,,United Kingdom
513471,82583,?,-626,2010-06-24 16:48:00,0.0,,United Kingdom
513472,51020B,,120,2010-06-24 16:50:00,0.0,,United Kingdom
513473,37446,,-20,2010-06-24 16:51:00,0.0,,United Kingdom
513474,84968D,?,-266,2010-06-24 16:52:00,0.0,,United Kingdom
513475,84279B,,-59,2010-06-24 16:53:00,0.0,,United Kingdom
513476,84985A,,-66,2010-06-24 16:53:00,0.0,,United Kingdom
513497,84795D,,2,2010-06-25 10:20:00,0.0,,United Kingdom
513499,37441,,1,2010-06-25 10:24:00,0.0,,United Kingdom
513552,47598,,-4,2010-06-25 12:42:00,0.0,,United Kingdom
513571,47598,,4,2010-06-25 14:46:00,0.0,,United Kingdom
513574,46000U,POLYESTER FILLER PAD 30CMx30CM,20,2010-06-25 15:13:00,0.0,,United Kingdom
513574,46000S,POLYESTER FILLER PAD 40x40cm,170,2010-06-25 15:13:00,0.0,,United Kingdom
513574,46000M,POLYESTER FILLER PAD 45x45cm,150,2010-06-25 15:13:00,0.0,,United Kingdom
513583,22534,MAGIC DRAWING SLATE SPACEBOY ,15,2010-06-25 17:20:00,0.0,,United Kingdom
513583,21826,EIGHT PIECE DINOSAUR SET,2,2010-06-25 17:20:00,0.0,,United Kingdom
513583,22334,DINOSAUR PARTY BAG + STICKER SET,2,2010-06-25 17:20:00,0.0,,United Kingdom
513583,17003,BROCADE RING PURSE ,10,2010-06-25 17:20:00,0.0,,United Kingdom
513583,22489,PACK OF 12 TRADITIONAL CRAYONS,10,2010-06-25 17:20:00,0.0,,United Kingdom
513583,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,10,2010-06-25 17:20:00,0.0,,United Kingdom
513583,22331,WOODLAND PARTY BAG + STICKER SET,1,2010-06-25 17:20:00,0.0,,United Kingdom
513583,22436,12 COLOURED PARTY BALLOONS,1,2010-06-25 17:20:00,0.0,,United Kingdom
513583,51014A,"FEATHER PEN,HOT PINK",10,2010-06-25 17:20:00,0.0,,United Kingdom
513583,51014C,"FEATHER PEN,COAL BLACK",15,2010-06-25 17:20:00,0.0,,United Kingdom
513583,22437,SET OF 9 BLACK SKULL BALLOONS,2,2010-06-25 17:20:00,0.0,,United Kingdom
513583,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,15,2010-06-25 17:20:00,0.0,,United Kingdom
513798,22082,,-27,2010-06-28 16:38:00,0.0,,United Kingdom
513806,47591C,,42,2010-06-29 09:17:00,0.0,,United Kingdom
513807,22347,,4,2010-06-29 09:17:00,0.0,,United Kingdom
513808,85121B,,1,2010-06-29 09:18:00,0.0,,United Kingdom
513821,15036,ASSORTED COLOURS SILK FAN,120,2010-06-29 10:37:00,0.0,,United Kingdom
513823,21498,RED SPOTS  WRAP ,25,2010-06-29 10:40:00,0.0,,United Kingdom
513823,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,16,2010-06-29 10:40:00,0.0,,United Kingdom
513823,22534,MAGIC DRAWING SLATE SPACEBOY ,48,2010-06-29 10:40:00,0.0,,United Kingdom
513823,22536,MAGIC DRAWING SLATE PURDEY,48,2010-06-29 10:40:00,0.0,,United Kingdom
513823,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,96,2010-06-29 10:40:00,0.0,,United Kingdom
513823,22535,MAGIC DRAWING SLATE BUNNIES ,48,2010-06-29 10:40:00,0.0,,United Kingdom
513823,22537,MAGIC DRAWING SLATE DINOSAUR,48,2010-06-29 10:40:00,0.0,,United Kingdom
513823,21034,REX CASH+CARRY JUMBO SHOPPER,2,2010-06-29 10:40:00,0.0,,United Kingdom
513823,20974,12 PENCILS SMALL TUBE SKULL,48,2010-06-29 10:40:00,0.0,,United Kingdom
513823,20975,12 PENCILS SMALL TUBE RED SPOTTY,48,2010-06-29 10:40:00,0.0,,United Kingdom
513823,16212,FUNKY GIRLZ ASST MAGNETIC MEMO PAD,72,2010-06-29 10:40:00,0.0,,United Kingdom
513824,47566B,,-144,2010-06-29 10:48:00,0.0,,United Kingdom
513825,47566B,correct previous adjustment,144,2010-06-29 10:49:00,0.0,,United Kingdom
513826,47566B,stock credited from royal yacht inc,-144,2010-06-29 10:50:00,0.0,,United Kingdom
513946,gift_0001_20,,5,2010-06-29 13:35:00,0.0,,United Kingdom
513969,21767,,1,2010-06-29 15:56:00,0.0,,United Kingdom
514017,21735,Damages,-143,2010-06-30 10:23:00,0.0,,United Kingdom
514100,22470,crushed,-4,2010-06-30 12:30:00,0.0,,United Kingdom
514099,21463,smashed,-7,2010-06-30 12:30:00,0.0,,United Kingdom
514101,35001W,broken,-12,2010-06-30 12:31:00,0.0,,United Kingdom
514102,22423,damaged,-14,2010-06-30 12:32:00,0.0,,United Kingdom
514103,47566B,,3,2010-06-30 12:32:00,0.0,,United Kingdom
514104,22640,,6,2010-06-30 12:33:00,0.0,,United Kingdom
514121,84932A,,2,2010-06-30 12:55:00,0.0,,United Kingdom
514123,84932D,,2,2010-06-30 12:57:00,0.0,,United Kingdom
514125,84932C,?,-33,2010-06-30 12:59:00,0.0,,United Kingdom
514133,21165,,-155,2010-06-30 13:25:00,0.0,,United Kingdom
514301,22236,Rusty connections,-76,2010-07-01 12:39:00,0.0,,United Kingdom
514363,84016,Ebay sales by the box.,-7100,2010-07-01 18:07:00,0.0,,United Kingdom
514388,21655,,-80,2010-07-02 11:49:00,0.0,,United Kingdom
514584,20713,missing,-170,2010-07-05 12:06:00,0.0,,United Kingdom
514623,21764,display stands,-3,2010-07-05 12:31:00,0.0,,United Kingdom
514674,84375,,-50,2010-07-05 13:28:00,0.0,,United Kingdom
514687,20712,missing,-239,2010-07-05 14:34:00,0.0,,United Kingdom
514699,84762A,,6,2010-07-05 15:17:00,0.0,,United Kingdom
514698,21923,,35,2010-07-05 15:17:00,0.0,,United Kingdom
514700,84795D,,5,2010-07-05 15:18:00,0.0,,United Kingdom
514701,84795C,sold as D?,-10,2010-07-05 15:19:00,0.0,,United Kingdom
514702,44091C,,6,2010-07-05 15:19:00,0.0,,United Kingdom
514706,90060C,,1,2010-07-05 15:21:00,0.0,,United Kingdom
514704,84424A,,23,2010-07-05 15:21:00,0.0,,United Kingdom
